,summary,severity
756,"Hide, rather than disable, requestee fields when the flags aren't in the ""?"" state",minor
757,OR terms need extra level of bracketing,major
758,QuickSearch queries are slow and time out,major
759,Rename 'count' column in votes tables,major
760,General reporting fixes,major
761,Tabular report CSV downloads should suggest csv filename and have funny format.,minor
762,"incorrect padding around words on ""cancel email address change"" page",trivial
763,request.cgi doesn't filter list of products/components,critical
764,"request email should use ""granted"" rather than ""approved""",trivial
765,request email should not wrap URLs,trivial
766,You can change the product/component on a bug without editbugs privs,critical
767,Adding keyword from enter_bug doesn't update keyword cache,major
768,Software error: SELECT name FROM keyworddefs WHERE id IN ( 7): Table 'keyworddefs' was not locked with LOCK TABLES at globals.pl line 283.,critical
769,Sendmail is being called while we are inside a transaction (for flag/request mail),minor
772,CSV reports on 2-d tables have header messed up,major
774,Flags with spaces or commas in them should not be permitted,minor
775,Parens around requestee field should be removed,trivial
776,fix regressions from bug 171493 (Bug.pm/show_bug.cgi/bug_form.pl reorg),critical
778,"email not sent to new assignee or new qa contact when only ""added/removed from capacity"" selected",major
779,Accessing post_bug.cgi directly gives a weird error message when you are logged in,minor
780,checksetup.pl doesn't accepts admin passwords with dots,minor
781,Canedit group_control_map entry does not prevent making attachments,major
782,CSV buglists are missing the Bug ID column,critical
783,Checksetup.pl console input doesn't work on Win32 (linefeeds),major
784,New group system doesn't upgrade transparently if usebuggroups = 0,major
785,radio buttons for groups all have the same name in change-multiple,critical
786,Checksetup leaves editor backups of localconfig accessible,blocker
787,"Should be possible to get your own cc field addition, but not others",major
788,Rel notes needed for 2.14.5/2.16.2,blocker
789,Reference to ::db_sock is used in globals.pl without exporting this parameter in Config.pm,minor
791,Red Hat Bugzilla section is out of date,minor
792,Loosen checking for Windows ME user-agent,minor
793,"bugzilla showed differenct bug when i posted a comment, but it added my comment to the right bug",major
794,Unable to accept a new bug that has been assigned.,major
795,Upgrade section is unclear (missing -dP in suggested cvs command),major
797,assignee/qa missing change knobs,blocker
798,Change required mysqld minimum to 3.23.41,critical
799,Apple's Browser Safari does not support server-push,minor
800,Changing several bugs at once offer inconsistent resolution/status options compared with bug edit/view page,minor
801,My Bugzilla install will validate a user nomatter what password they enter,major
804,mucking with requests can trigger errors :),minor
805,"bugzilla bug notifications could be mistaken for spam--so add a ""REMOVE ME"" option",major
807,AnyEntryGroups() is broken in globals.pl; call from enter_bug.cgi breaks bug entering,critical
808,Fragile assumptions about XML serialization in utility to import bugs from XML,major
809,xref group parameters in section 5.1 with group docs in section 5.5,trivial
810,typo in MySQL setup instructions,minor
811,2.17.4 AND 2.16.3 Release process,blocker
812,Refactor Installation chapter,major
813,process_bug.cgi: SQL error (die) if no component has been selected,critical
814,Bugzilla Guide says you can resolve bugs by email,major
817,"MySQL options should be set via my.cnf, not the init scripts",trivial
821,"bug_email.pl calls processmail, which no longer exists.",minor
823,Dependency graphs print bug summaries without html encoding,critical
824,Audit all templates for FILTER usage,blocker
825,Team directory falsely reflects the checkin procedure,trivial
827,"On product change, user can accidentally opt-out of required group restriction",major
828,Errors from SendSQL aren't being reported,blocker
829,Clean up comments in process_bug.cgi,trivial
830,"CGI.pl warning: Character in ""c"" format wrapped...",major
832,irc:// links are not highlighted as links,trivial
833,invalid_maxrows error message mismatch in perl/template,trivial
835,"""Product has no components"" error should link to that product's component editor",trivial
836,Link to confirmhelp.html is not working - file not on server,minor
839,"Activity log lost Product, QA and Version changes for bug 196866",major
841,report.cgi: Use of uninitialized value in numeric lt,minor
842,Missing Query - The query named $name seems to no longer exist.,minor
845,CanSeeBug should check if the user will have access after changes,minor
846,Remove the Introduction (Chapter 2) chapter,minor
847,missing GNU in OS list in enter_bug.cgi,minor
848,"Quips are escaped now, no need for HTML-like blocking",minor
849,Relnotes for 2.16.3,blocker
852,RenameField doesn't get NULL/NOT NULL correct,critical
854,internal error after adding an attachment,major
856,ExcludeSelf doesn't work if having registered with an email containing capital letters,minor
857,wrong .htaccess in bugzilla/data/webdot/,minor
858,Tokens aren't canceled after a successful login,blocker
859,login cookies not getting set,blocker
860,semantics of multiple selections from pulldown list are unclear,major
861,minor spelling fixes for Bugzilla/Search.pm,trivial
862,Cannot  commit a bug report in Bugzilla 2.6.1 running on Netscape 7.0,major
863,consistently use email instead of e-mail,trivial
864,"Please let me find unresolved bugs changed in the past month with review+,supereview+ where i set a flag or posted the patch",minor
865,The version of Chart::Base below 2.1 cannot be determined accurately,minor
866,Day/time display inconsistent for past 24 hours,minor
867,Remove PerformSubsts from templates,trivial
869,checksetup.pl dies when it cannot remove $datadir/template,minor
870,"Default Attachment Creation to ""autodetect""",trivial
871,Can access summary for secure bug if its been voted on.,critical
872,Group checkboxes disabled in show_bug.cgi,major
875,Changing columns redirects to the Mozilla Page,major
876,Bugzilla should not use crypt to store hashed passwords in the database,major
877,password error message is incorrect when extended characters are used,trivial
879,Unable to change a bug if it has a flag requested that is no longer requestable,major
880,checksetup.pl requires downgrade of DBD::mysql to 2.1026 (reports 'fielddefs'  or 'tokens' already exists),blocker
882,New reporting imports old series with wrong status query,major
884,collectstats.pl does not add \'s to SQL queries for quotes,major
885,Cookie setting w/ 3xx redirect is broken on IIS (colchange),major
886,"unnecessary output from checksetup.pl ""which: no interdiff in (/usr/bin:/bin)""",major
888,sql query fails when searching for flag requester,major
890,ALL graphs that show numeric value on x-axis are useless and misleading,minor
891,Change various sentences in BugMail.pm,trivial
892,User::match_field() displays no warning when the maximum number of matches is reached,minor
893,checksetup.pl fails to complete add admin account stage,critical
894,Messages in votes errors are incorrectly CHOMP'd,trivial
895,No Interdiff Notification message has two run on words,trivial
897,"debug query doesn't display in ""please wait"" serverpush page",minor
899,Remove @@@ comment from message.html.tmpl,trivial
900,"Term ""Bug"" in query.cgi is not templatized in some places",minor
901,Warning in query.cgi,minor
903,A single letter s missing on http://bugzilla.mozilla.org/bug_status.html,trivial
904,Heading tags used incorrectly on http://bugzilla.mozilla.org/page.cgi?id=fields.html,trivial
905,Problem with @->&#64; filter/munge and <input>,major
906,"Email Settings: ""unconfirmed state"" setting overrides ""CC field changes"" setting",minor
907,"Misleading wording describing severity ""blocker"" on Bugzilla Helper form",minor
908,typo in URL in section 4.2.5 of the guide,trivial
909,empty form after changing bug details,blocker
910,Insecure dependency in exec while running with -T switch at process_bug.cgi line 1267.,blocker
911,Separating knob in edit.html.tmpl,trivial
912,Missing Bug ID shouldn't be handled as Invalid Bug ID,minor
913,duplicates.cgi query fails if more than one product selected,minor
914,Insecure dependency in require while running with -T switch at Bugzilla/Auth.pm,blocker
915,The chart made when creating a new Product/Component is not public,major
917,Bugzilla::Auth->can_edit needs to be more specific (what can they edit?),blocker
918,checksetup.pl error upgrading from 2.10 to 2.17.4,minor
919,Query not resubmitted after changing columns.,trivial
920,investigate why collectstats.pl is calling trick_taint improperly...,minor
921,Flag system dies when changing a deleted flag,critical
922,web site error while updating email address,major
