,summary,severity
807,wrong-sounding phrase in string externalization dialog [refactoring] [nls],trivial
808,setting runtime classpath leaks an Image,major
810,Package filter list not properly displayed when too many items,minor
811,comparing with local history leaks an Image,major
812,Types view updates when there's no input,minor
813,"scrapbook page popup item ""Set Imports"" should end with ""...""",trivial
816,"Strange matches with start=0, end=1 in type reference search",major
817,Annotations not sorted in preference dialog,trivial
820,[Performance] Huge performance issue with problem decorators,critical
821,[painting] NPE in AnnotationPainter.catchupWithModel,major
822,Indenting Java breaks comments,major
823,Calling the default formatter with an empty string returns an invalid Edit,minor
824,Paste omits a character,major
825,[content assist] CompletionProposalPopup#showProposals() adds key listener more than once,major
828,"Java doc does not appear, no source attached",major
829,Autoindent/Smart Tab in case statement,minor
830,Build Path & Runtime Path inconsistent WRT Library/Container,minor
831,[templates] Template toarray not proposed,major
832,search sender in hierarchy hangs,major
834,[navigation] Cursor changes to a hand,major
836,[misc] StringIndexOutOfBoundsException while indenting,major
837,Cannot start editing Java file while CVS synchronization is occurring,critical
838,Cannot open type hierarchy,major
839,Javadoc AST Nodes: Wrong ranges,minor
840,JavadocAST Nodes: Wrong ranges on link,major
841,Javadoc AST node: Range problem with embedded tags,minor
842,Compiler crashes without a trace in the log leaving workspace in unhappy state,critical
843,Javadoc AST: Missing binding for reference to non-visible type,minor
844,IllegalArgumentException during refactoring,major
845,New search: can't search for a search result,major
846,Wrong keybinding for 'Content assist' in 'Source' menu w/Emacs bindings,minor
847,[typing] Bug at automatic insertion of new comment lines with star (*),minor
848,JavaDoc Hover shows first instead of last doc comment before member,minor
849,"3.0M6 - Refactor rename for class members ignore non java files, and java files which are not in the same source folder.",major
850,Non-externalized strings wrap lines incorrectly,major
851,typo and omission in help on quick assist,minor
853,[typing] Pressing enter after an opening curly brace closes the curly brace repeatedly.,minor
854,IllegalArgumentException inlining method,major
858,[formatting] unstable comment formatting,major
860,[typing] IllegalArgumentExceptions while using linked mode in segmented view,major
861,NPE restoring scrapbook editor,major
862,[formatting] IllegalArgumentException when formatting comment code snippet in segmented mode,major
863,project creation wizard: too tall [build path],minor
864,Not all interfaces shown in Type Hierarchy,major
865,[formatting] formatter removes last line with block comments,major
866,"New Code Formatter: minor problem with ""White spaces/Array Initializers"" option",minor
867,multiple beginCompoundChange in LinkedUIKeyListener,major
869,NoSuchElement exception on cancelling evaluation,major
872,Memory leak in SpellCheckEngine,major
873,Confusing error message trying to change signature of method declared in binary class,minor
874,NPE editing a compilation unit,major
876,Code formatter -> white space -> control statements -> do while shows while example,minor
877,Organise Imports inserts blank lines when code formatter preferences is to clear blank lines,minor
878,Refactor/Rename on class throws NoClassDefFoundError,major
879,Program freeze on auto-solution in M7,major
880,Content Assist completion list does not close when Eclipse loses application focus,minor
883,NPE in org.eclipse.jdt.internal.ui.javaeditor.JavaEditor.getSignedSelection,major
884,deleting a java file does nothing when this java file contains unsaved changes,major
885,Incorrect result when using refactor to rename interface method.,major
886,[misc] Undo yields wrong code,major
887,Cannot cancel open type,major
889,code formatter seems to ignore settings,major
890,[painting] redraw behavior,major
891,Widget disposed errors in log from content assist,major
892,String index out of range error when doing a particular search,major
893,Howto generate the parser: LPG 2.30 is which version of JikesPG?,minor
894,Code formatting not working half of the time,major
895,"Java Quick Diff should be promoted from Work in Progress pref page to ""real"" pref page",trivial
898,Breakpoint description doesn't reflect actual breakpoint location,major
899,[DOC] Search for fully qualified constructor name reports nothing,minor
900,[misc] Shift Left/Right show up in the context menu,minor
901,I20040225: Won't accept breakpoint on NoClassDefFoundError,major
902,NPE in variable substitution,major
904,Consitent Out of Memory problems indexing (with multiple Java libraries),critical
906,Package View popup menu locks up X server,major
908,Test case wizard generates wrong code,minor
909,Java AST creation error,critical
910,"[hovering] When hovering over a field, the tooltip that appears is sometimes not long enough for the contained text",minor
911,[preferences][templates] 'New/Edit Template' dialog closes dialog on ESC instead of Code Assistant,minor
912,AnonymousClassDeclaration has wrong range,major
913,Problem in Code Formatter,minor
914,NPE in content assist,major
915,[EditorMgmt] Blank outliner when opening/switching to editor,major
917,[misc] Editor sometimes loses changes after switching windows,major
918,Ctrl + click on method name in @see javadoc tag should take you to method,minor
920,Problems with type hierarchy for binary types,major
921,Ant log does not use system newline character,minor
922,Weird piece of source code in SourceTypeConverter.java,trivial
924,AssertionFailedException because of invalid TextEdit,major
925,[reconciling] Annotations disappear in multi-window setup,major
926,[navigation] Expand Selection to ... is not JavaDoc aware,minor
927,JavaModel events don't get fired when a Compilation Unit gets saved,critical
928,Applet parameter name and value need to be quoted,major
929,Bug in Code Formatter > Line Wrapping,major
930,User Libraries: Bug in Load dialog,critical
931,"User Libraries: Bug in Save dialog (""File already exists."")",critical
932,"[navigation] when going from Outline (full window view) with selected method to Edit, method javadoc not visible",minor
933,[templates] toarray template pattern should not contain trailing ';',minor
934,Loss of being able to add newlines after Inspect/Display popup,major
936,NPE with rename refactoring (I2004-03-10),major
937,NPE in QuickAssistLightBulbUpdater.hasQuickFixLightBulb(QuickAssistLightBulbUpdater,major
939,[implementation] Java editor disposes default StyledText caret's image,major
940,[content assist] Parameter Hints: popup contents are not resized,minor
941,Prefs > Java > Code Formatter > Comments: Preview incorrect,major
