,summary,severity
700,Certain messages shown duplicated in thread pane,minor
701,Watch and Ignore no longer work on newsgroup threads after installing Enigmail,major
702,failed to display folders when lauching thunderbird.,major
703,crash viewing this mail,critical
704,"View > Sort By > Grouped by Sort keyboard shortcut goes against interface guidelines (back out bug 263919, remove G shortcut)",minor
706,Thread Pane Message List Scrollbar of maximized window not clickable at Right Edge,minor
707,Can't create new subfolders on UW-IMAP anymore,major
708,Crash during screensaver,critical
709,"No matter what you choose to be the default SMTP server, all outgoing e-mails are always sent to the first SMTP server in the list",major
710,Option to place cursor at beginning of replies and forwards,minor
712,Message preview when no message is selected shows an error in Javascript Console,minor
713,Thunderbird 1.0 don't store sent mails,critical
714,[Mac] quicksearch fields clipped in the middle,trivial
717,Drag and Drop a Message Crashes TB 1.0/Linux,critical
720,Cannot abort click on Junk Button,trivial
721,"compose window does not close / hang on ""Copying to Sent"" (AOL IMAP)",critical
722,Progress bar does NOT stop moving,minor
724,Thunderbird will not start,blocker
725,Filter using address book does not work on IMAP when running filter after the fact,major
727,Thunderbird 1.0.1 security fix nominations,blocker
728,bad installation for spanish-latin america version.,blocker
729,Attachment downloaded slowly via IMAP,major
730,'n' command (Go to next unread message) in an RSS feed changes focus to message pane,minor
731,address typed gets replaced with first email address from dropdown list after Tab is pressed,major
732,Receiving email with pop3 using gmail is intermittent.,major
733,Can't save outgoing msg - compress folder empty trash,major
735,"Spell check identifies an error in the word ""rebuttle"" but suggests no correction.",minor
736,Remember last selected message doesn't work properly w/ MailView active,major
738,general.config.filename value ignored and prefs file no longer loaded at startup,major
739,"""Show only display name"" pref only works for To:, not From:",minor
741,"Can't quit, must use Force Quit (Alt-Cmd-Esc, then click on force quit)",major
742,The Compose window never appears ...,major
743,"Quick Search has always ""Subject Or Sender"" selected (radio bullet) in the dropdown menu after restart",minor
744,Cannot send mail,major
745,Account Not Visible,major
746,Cannot import cvs/txt/tab address book (fieldMapImport.xul missing?),major
747,"Thunderbird 0.8 crashes when I click on an email with a zero length executable attachment (including .crt, .email, .cla, .cpl)",critical
748,crash when pasting into subject [@ nsCaret::GetCaretRectAndInvert],critical
751,SMTP Server unavailable or refusing connection -- Sending of message failed,major
752,"Delete a folder, Empty Trash and Compact Folders are disabled",minor
753,'click here to download message' weird behaviour,minor
755,TBTrunk crash in TextFormatter  [@ BuildArgArray] on msg send,critical
756,"Linux: clicking mailto: link and ""send link"" fail to bring up mail compose",major
757,building error in  ../../dist/bin/chrome/en-US.jar,blocker
758,TBTrunk crash marking junk mail [@ nsScanner::ReadUntil],critical
761,Clicking back on inbox 3 minutes after having clicked onto another folder causes TB 1.0 to hang,critical
763,Never ending port scan,critical
764,"Inbox mail count increments everytime program started, now sitting at 30 000 results in slow opening of inbox, only 300 messages there in reality.",major
765,thunderbird (sometimes) crashes when sending messages with attachments,critical
768,"At startup, I get a screen called ""gecko""  which only contains some code",critical
770,Tbird ZIP nightly busted 23-Feb-2005,blocker
771,I am not able to receive any new mail through Thunderbird,major
772,Status bar text lost when mouse moved over a hyperlink,trivial
773,Message Filters dialog not consistently initialized with correct account,minor
774,cannot install extensions,major
775,crash [@ nsDBFolderInfo::GetTransferInfo :970 ],critical
776,Mail moved to subfolder by filter disappears,major
777,UI for encrypted messages that can't be decrypted not dramantic.,minor
778,Thunderbird 1.0 crash when started for the first time [@ nsSeamonkeyProfileMigrator::FillProfileDataFromSeamonkeyRegistry],critical
779,"Emoticons in e-mails aren't printed unless ""print background images"" is selected",minor
780,crash if I drag'n'drop a person from PAB to an existing list,critical
781,Thunderbird crashes when I select certain messages,critical
782,searching postings on a nntp newsserver will not display matches after first search,major
783,Unread flag removed on parent folder even if other subfolders still have unread messages if ONE subfolder changes to no more unread messages,minor
784,Date-based group by sort causes invisible messages,minor
785,Cannot send message with attachment when filename specified in double quotes,minor
787,"In <msgHdrViewOverlay.js>, ""Warning: variable emailAddress hides argument""",trivial
788,Thunderbird Installer Builds DOA,blocker
790,Advanced POP settings dialog is too small,minor
791,html email not displayed unless header display is on or in a stand-alone message window,major
792,Subject line trimmed when answering,minor
793,Crash if I change a folder during search [@ nsMsgSearchOfflineMail::Search ] [@ nsMsgSearchOfflineMail::Search() ],critical
794,The throbber is not at the same position as in firefox,trivial
796,SMTP server improperly resets to default server when viewing account settings,major
797,"Corrupt Junk.msf disables junk filtering, sometimes hangs Thunderbird",critical
798,"Crash if you stop searching, change filters and search again",critical
799,"When forwarding a message with more than one file attached, just one file is attached on the forwarded message",major
801,"Thunderbird trunk throws up ""String ID 5104"" instead of the ""This server requires authentication..."" text.",major
802,Detaching attachments: Need to fix titles of save/select folder dialogues (correct/improve/clarify captions),minor
803,multiple attachments transformed to multiple copies of first attachment,major
804,Gray screen on getting new POP mail,major
806,Mac Thunderbird trunk build fails to launch / start,blocker
807,"In <phishingDetector.js>, ""Warning: redeclaration of var index""",trivial
809,crash or horizontal scrollbar when scrolling address fields with mousewheel,critical
810,loss of e-mail on uninstall and loss of system restore functionality.,major
811,"Message saved in Drafts folder open via ""Edit as New"" context menu item saves a new draft",minor
812,In REPLY main the !  and <shift> W or Z cause Thunderbird to shift me end of Line,major
813,"TB 1.0.2 refuses to start, crashes instead [@ ntdll.dll - JS_malloc ]",critical
814,"closing standalone mail window of RSS item while still loading causes crash [@ nsMsgDBView::GetURIForViewIndex(unsigned int, nsACString_internal&)] (v3),  [@ nsMsgDBView::GetURIForViewIndex] (v2)",critical
815,Unable to complete download of new version of Mozilla Thunderbird 1.0.2,major
816,One set of deleted messages keep reappearing in my in box.,minor
817,"""Recepient not specified"" while it IS, when using a non default account",major
818,Imap cached folders content disappear,major
820,compact folder stops without notice and leaves 700MB file,major
821,offline settings just opens new options dialogue,minor
822,Excerpt bar not turned off even after setting prefs in user.js,minor
823,Focus indication left on From: (identity) dropdown for cached HTML compose windows,minor
824,changes to offline mail do not stay when going back online,major
